,Note: The data and information in this document is reflective of a hypothetical situation and client. This document is to be used for KPMG Virtual Internship purposes only. ,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22
779,Yuma,Dennick,Male,40,1972-11-10,,Manufacturing,Mass Customer,N,Yes,6,89244 Macpherson Trail,2528,NSW,Australia,8,0.56,0.7000000000000001,0.7000000000000001,0.5950000000000001,778.0,778,0.625
780,Ashleigh,,Female,46,1996-04-05,Budget/Accounting Analyst III,,Mass Customer,N,Yes,6,922 Utah Avenue,3204,VIC,Australia,12,0.45,0.5625,0.703125,0.59765625,780.0,780,0.6242187499999999
781,Therese,Brotherhood,Female,30,1981-07-28,Food Chemist,Health,Mass Customer,N,No,10,25044 Bay Avenue,2042,NSW,Australia,10,1.1,1.1,1.375,1.16875,780.0,780,0.6242187499999999
782,Pansie,Beccero,Female,35,1964-07-07,Software Test Engineer I,Financial Services,Affluent Customer,N,Yes,10,315 Hudson Road,4818,QLD,Australia,5,0.55,0.6875,0.6875,0.6875,782.0,782,0.6204999999999999
783,Reinaldos,Simmig,Male,55,1955-01-15,Nurse Practicioner,Manufacturing,High Net Worth,N,No,8,6112 Mariners Cove Park,3147,VIC,Australia,10,0.72,0.72,0.8999999999999999,0.8999999999999999,782.0,782,0.6204999999999999
784,Calhoun,Mussington,Male,98,1992-10-13,Dental Hygienist,Health,Mass Customer,N,No,12,176 Fallview Plaza,2019,NSW,Australia,9,0.99,0.99,1.2375,1.0518750000000001,782.0,782,0.6204999999999999
785,Winn,Wells,Male,66,1994-04-12,Analyst Programmer,Manufacturing,Affluent Customer,N,No,9,544 Pawling Road,2230,NSW,Australia,10,0.82,0.82,1.025,1.025,785.0,785,0.62
786,Rafi,Brettelle,Male,89,1956-08-12,Operator,Health,High Net Worth,N,No,6,11 Brickson Park Alley,2166,NSW,Australia,10,0.46,0.46,0.5750000000000001,0.5750000000000001,786.0,786,0.61625
787,Fey,,Female,48,1957-09-04,Research Nurse,Health,High Net Worth,N,Yes,11,77 Paget Park,3147,VIC,Australia,12,0.86,1.075,1.34375,1.34375,786.0,786,0.61625
788,Verne,Loalday,Male,1,1982-03-20,Marketing Assistant,IT,High Net Worth,N,No,7,598 Memorial Place,2082,NSW,Australia,10,0.59,0.59,0.7374999999999999,0.7374999999999999,788.0,788,0.6125
789,Eleonora,Wiszniewski,Female,49,1980-04-23,Financial Advisor,Financial Services,Affluent Customer,N,No,9,6227 Quincy Terrace,4740,QLD,Australia,2,0.9,0.9,0.9,0.9,788.0,788,0.6125
790,Fayre,Brannigan,Female,32,1992-10-13,Geological Engineer,Manufacturing,Mass Customer,N,Yes,9,31351 Sunbrook Place,2234,NSW,Australia,10,1.07,1.3375000000000001,1.6718750000000002,1.42109375,788.0,788,0.6125
791,Eachelle,Noirel,Female,93,1974-01-26,Registered Nurse,Health,Affluent Customer,N,Yes,11,80 Schiller Center,2292,NSW,Australia,6,1.05,1.3125,1.640625,1.640625,791.0,791,0.612
792,Carl,Troyes,Male,4,1973-03-12,Associate Professor,Property,Mass Customer,N,No,7,1217 Melody Alley,3109,VIC,Australia,10,1.09,1.09,1.3625,1.158125,791.0,791,0.612
793,Cordie,Brankley,Female,79,1954-09-21,Librarian,Entertainment,High Net Worth,N,No,18,46 Westerfield Place,2195,NSW,Australia,6,0.44,0.44,0.44,0.44,793.0,793,0.6109375000000001
794,Jackie,Pays,Male,21,1955-11-09,Developer I,Health,Mass Customer,N,No,9,75024 Ronald Regan Hill,2135,NSW,Australia,12,0.84,0.84,1.05,0.8925,794.0,794,0.6056249999999999
795,Carroll,Schlagman,Female,61,1951-08-25,Clinical Specialist,Health,Affluent Customer,N,No,13,15 Fisk Road,2099,NSW,Australia,9,0.4,0.4,0.5,0.5,795.0,795,0.6034999999999999
796,Frans,Idale,Male,1,1969-10-03,Nurse,Manufacturing,Mass Customer,N,No,10,96 Hermina Place,4350,QLD,Australia,2,0.96,0.96,0.96,0.816,795.0,795,0.6034999999999999
797,Amara,Clow,Female,47,1966-11-17,Biostatistician IV,Financial Services,Mass Customer,N,Yes,13,99376 Namekagon Street,3101,VIC,Australia,12,0.71,0.8875,1.109375,0.94296875,797.0,797,0.6
798,Anthony,Morison,Male,7,1938-06-08,General Manager,Health,Mass Customer,N,No,12,276 Derek Circle,2759,NSW,Australia,9,0.6,0.6,0.75,0.6375,797.0,797,0.6
799,Cherye,Stanfield,Female,0,1981-07-05,Environmental Tech,Manufacturing,Affluent Customer,N,No,13,56766 Mariners Cove Place,2256,NSW,Australia,9,0.79,0.79,0.9875,0.9875,797.0,797,0.6
800,Ansell,Tolhurst,Male,77,1949-08-11,Chemical Engineer,Manufacturing,Affluent Customer,N,No,22,13 Montana Place,2232,NSW,Australia,10,0.78,0.78,0.9750000000000001,0.9750000000000001,797.0,797,0.6
801,Erminie,Rabidge,Female,64,1982-03-09,,Manufacturing,High Net Worth,N,No,17,1969 Melody Lane,2170,NSW,Australia,8,0.96,0.96,0.96,0.96,801.0,801,0.59765625
802,Rosene,Beckey,Female,25,1974-05-21,Account Executive,Health,Mass Customer,N,Yes,14,02463 Portage Center,2107,NSW,Australia,11,0.55,0.6875,0.859375,0.73046875,801.0,801,0.59765625
803,Darlleen,Shalcras,Female,77,1980-09-14,Health Coach I,Health,Mass Customer,N,No,11,383 Graceland Avenue,2010,NSW,Australia,10,0.8,0.8,1.0,0.85,801.0,801,0.59765625
804,Bryon,Goundry,Male,79,1951-02-05,Marketing Manager,Manufacturing,Mass Customer,N,No,21,005 Kensington Street,4165,QLD,Australia,5,0.56,0.56,0.56,0.47600000000000003,804.0,804,0.5950000000000001
805,Sherwin,Minocchi,Male,71,1947-07-13,Project Manager,,Mass Customer,N,Yes,11,1 Alpine Crossing,2536,NSW,Australia,8,0.68,0.8500000000000001,0.8500000000000001,0.7225,804.0,804,0.5950000000000001
806,Luci,Dyter,Female,12,1952-05-30,Software Test Engineer I,Manufacturing,High Net Worth,N,No,20,2 Namekagon Trail,3981,VIC,Australia,7,0.54,0.54,0.54,0.54,804.0,804,0.5950000000000001
807,Sloan,Pudney,Male,83,1964-11-10,Junior Executive,Financial Services,Affluent Customer,N,No,16,6771 Pleasure Terrace,4557,QLD,Australia,9,0.87,0.87,1.0875,1.0875,804.0,804,0.5950000000000001
808,Otes,Elegood,Male,67,1940-11-25,Programmer III,Financial Services,High Net Worth,N,No,21,2632 Del Mar Point,2226,NSW,Australia,11,1.05,1.05,1.3125,1.3125,808.0,808,0.595
809,Davie,Blay,Male,94,1985-12-19,Financial Analyst,Financial Services,Mass Customer,N,No,8,7021 5th Alley,2770,NSW,Australia,7,0.54,0.54,0.675,0.57375,808.0,808,0.595
810,Dorolice,Osmon,Female,46,1961-01-15,,Financial Services,Affluent Customer,N,No,15,602 Clove Center,3046,VIC,Australia,6,0.57,0.57,0.57,0.57,810.0,810,0.5874999999999999
811,Meade,McReedy,Female,94,1968-11-23,Safety Technician IV,Financial Services,Affluent Customer,N,Yes,9,04153 Johnson Point,2193,NSW,Australia,10,0.56,0.7000000000000001,0.8750000000000001,0.8750000000000001,810.0,810,0.5874999999999999
812,Rikki,Chaffey,Male,69,1945-06-11,Chemical Engineer,Manufacturing,Mass Customer,N,No,20,9 Spohn Way,4127,QLD,Australia,1,1.09,1.09,1.09,0.9265,810.0,810,0.5874999999999999
813,Adria,Van den Velde,Female,39,1978-07-10,Nuclear Power Engineer,Manufacturing,Affluent Customer,N,Yes,9,6030 Becker Plaza,2261,NSW,Australia,7,1.03,1.2875,1.2875,1.2875,810.0,810,0.5874999999999999
814,Dmitri,,Male,72,1991-02-06,,Financial Services,High Net Worth,N,Yes,15,4 Mallory Pass,3690,VIC,Australia,4,0.47,0.5874999999999999,0.5874999999999999,0.5874999999999999,810.0,810,0.5874999999999999
815,Maddalena,Hencke,Female,61,1952-12-09,Help Desk Operator,,High Net Worth,N,No,22,64037 Swallow Crossing,4170,QLD,Australia,5,0.42,0.42,0.42,0.42,810.0,810,0.5874999999999999
816,Rand,Winchcum,Male,34,2000-04-10,Software Consultant,,Affluent Customer,N,No,3,4594 Jackson Hill,2146,NSW,Australia,7,0.55,0.55,0.55,0.55,810.0,810,0.5874999999999999
817,Rowen,Sollas,Male,38,1960-04-23,Dental Hygienist,Health,Mass Customer,N,No,5,4 Anzinger Street,4556,QLD,Australia,8,0.83,0.83,0.83,0.7054999999999999,817.0,817,0.5864999999999999
818,Boothe,Hayselden,Male,42,1940-05-18,Computer Systems Analyst III,Health,Mass Customer,N,Yes,17,33 Pond Point,2291,NSW,Australia,10,0.75,0.9375,1.171875,0.99609375,817.0,817,0.5864999999999999
819,Noak,Sleany,Male,1,1965-05-04,Budget/Accounting Analyst I,Financial Services,Affluent Customer,N,No,17,1 Roth Plaza,3121,VIC,Australia,10,0.88,0.88,1.1,1.1,817.0,817,0.5864999999999999
820,Callean,Wass,Male,65,1988-12-15,GIS Technical Architect,Financial Services,Affluent Customer,N,No,14,0593 Stoughton Center,3073,VIC,Australia,8,0.54,0.54,0.54,0.54,820.0,820,0.584375
821,Keelby,Sudlow,Male,96,1988-09-01,Marketing Assistant,Manufacturing,High Net Worth,N,No,12,8042 Cherokee Court,3163,VIC,Australia,8,0.44,0.44,0.55,0.55,820.0,820,0.584375
822,Rodrique,Vernon,Male,70,1978-08-06,Budget/Accounting Analyst III,Manufacturing,Affluent Customer,N,No,17,5864 Mcbride Trail,3174,VIC,Australia,8,0.81,0.81,0.81,0.81,820.0,820,0.584375
823,Brod,Attrey,Male,46,1966-11-05,Budget/Accounting Analyst III,,Mass Customer,N,Yes,14,180 Lakewood Park,2194,NSW,Australia,8,0.69,0.8624999999999999,0.8624999999999999,0.7331249999999999,820.0,820,0.584375
824,Manny,Mandy,Male,36,1977-01-28,Account Representative III,Argiculture,Mass Customer,N,No,16,6 Union Center,4280,QLD,Australia,7,0.95,0.95,0.95,0.8075,820.0,820,0.584375
825,Becky,Lassen,Female,11,1973-05-11,Sales Associate,Financial Services,Mass Customer,N,Yes,7,41153 Pond Park,2251,NSW,Australia,8,0.43,0.5375,0.5375,0.456875,820.0,820,0.584375
826,Tessa,Heakey,Female,43,1971-05-31,Senior Financial Analyst,Financial Services,Mass Customer,N,No,9,6233 Fulton Point,3337,VIC,Australia,6,0.68,0.68,0.68,0.5780000000000001,820.0,820,0.584375
827,Herbert,Henryson,Male,21,1995-10-10,Marketing Manager,,Mass Customer,N,No,4,05123 Bobwhite Plaza,2528,NSW,Australia,9,0.89,0.89,1.1125,0.945625,820.0,820,0.584375
828,Cristie,Bence,Female,49,2000-04-17,Automation Specialist II,,High Net Worth,N,No,9,3413 Schmedeman Court,4122,QLD,Australia,8,0.59,0.59,0.59,0.59,828.0,828,0.58
829,Renate,Whyte,Female,60,1963-12-08,Registered Nurse,Health,High Net Worth,N,Yes,15,4189 Laurel Center,2620,NSW,Australia,7,1.01,1.2625,1.2625,1.2625,828.0,828,0.58
830,Toma,Woolforde,Female,67,1992-03-09,Cost Accountant,Financial Services,Mass Customer,N,Yes,5,76 Melody Avenue,2092,NSW,Australia,12,0.41,0.5125,0.640625,0.54453125,830.0,830,0.5780000000000001
831,Dorie,Dunleavy,Female,24,1962-05-05,Registered Nurse,Health,Affluent Customer,N,No,12,1 Mcguire Lane,3356,VIC,Australia,4,0.4,0.4,0.4,0.4,830.0,830,0.5780000000000001
832,Ellie,Toope,Female,29,1973-08-11,Staff Accountant III,Property,High Net Worth,N,Yes,4,8734 Fulton Hill,2156,NSW,Australia,11,0.42,0.525,0.65625,0.65625,832.0,832,0.5750000000000001
833,Leonora,Swetenham,Female,66,1967-10-05,,IT,Mass Customer,N,Yes,10,660 Hallows Place,2026,NSW,Australia,10,0.81,1.0125000000000002,1.2656250000000002,1.0757812500000001,832.0,832,0.5750000000000001
834,Teodor,Mullinder,Male,56,1962-08-26,Nuclear Power Engineer,Manufacturing,High Net Worth,N,No,11,43 Pond Junction,3216,VIC,Australia,5,0.83,0.83,0.83,0.83,832.0,832,0.5750000000000001
835,Jared,Fendlow,Male,79,1963-08-25,Media Manager II,Financial Services,Mass Customer,N,No,15,6195 Bellgrove Lane,4211,QLD,Australia,7,0.95,0.95,0.95,0.8075,832.0,832,0.5750000000000001
836,Porty,Hansed,U,88,,General Manager,IT,Mass Customer,N,No,13,768 Southridge Drive,2112,NSW,Australia,11,0.46,0.46,0.5750000000000001,0.48875,832.0,832,0.5750000000000001
837,Andy,Deeming,Male,79,1979-01-09 00:00:00,Payment Adjustment Coordinator,Manufacturing,Affluent Customer,N,Yes,7,63386 Talisman Hill,4556,QLD,Australia,8,0.77,0.9625,0.9625,0.9625,832.0,832,0.5750000000000001
838,Monty,Thomazin,Male,7,1951-09-16,Quality Engineer,,Mass Customer,N,Yes,13,30738 Muir Avenue,3105,VIC,Australia,10,0.43,0.5375,0.671875,0.57109375,838.0,838,0.57375
839,Briano,Janowski,Male,66,1994-07-17,Analyst Programmer,,Mass Customer,N,No,7,3259 Eagan Parkway,2066,NSW,Australia,8,0.54,0.54,0.54,0.459,838.0,838,0.57375
840,Ginger,,Male,94,1939-02-19,Human Resources Manager,,Mass Customer,N,No,11,160 Fremont Point,2259,NSW,Australia,8,0.99,0.99,1.2375,1.0518750000000001,840.0,840,0.57109375
841,Logan,Colomb,Male,74,1948-01-01,Recruiter,,Mass Customer,N,Yes,19,266 Lakewood Terrace,2761,NSW,Australia,8,1.06,1.3250000000000002,1.3250000000000002,1.1262500000000002,840.0,840,0.57109375
842,Nichols,Devinn,Male,47,1979-09-29,Recruiter,,Affluent Customer,N,No,11,5280 Waxwing Point,2071,NSW,Australia,12,0.58,0.58,0.725,0.725,842.0,842,0.57
843,Catha,Davitt,Female,79,1958-04-16,Environmental Specialist,Property,High Net Worth,N,Yes,6,192 South Junction,2567,NSW,Australia,7,0.66,0.8250000000000001,0.8250000000000001,0.8250000000000001,843.0,843,0.5695
844,Melosa,McOwan,Female,25,2001-04-17,Compensation Analyst,Financial Services,Mass Customer,N,No,12,900 Victoria Way,2211,NSW,Australia,9,0.78,0.78,0.9750000000000001,0.8287500000000001,843.0,843,0.5695
845,Maris,Leete,Female,21,1973-04-14,Engineer IV,Retail,Mass Customer,N,No,7,06 Main Alley,4300,QLD,Australia,4,0.95,0.95,0.95,0.8075,845.0,845,0.5631250000000001
846,Wilburt,Padden,Male,22,1994-09-30,Engineer I,Manufacturing,Mass Customer,N,No,3,22 Muir Avenue,2148,NSW,Australia,5,0.68,0.68,0.68,0.5780000000000001,845.0,845,0.5631250000000001
847,Rosabelle,Godsmark,Female,60,1995-10-19,Executive Secretary,,Mass Customer,N,Yes,3,4871 Caliangt Hill,4102,QLD,Australia,8,0.67,0.8375,0.8375,0.711875,845.0,845,0.5631250000000001
848,Guilbert,Bearns,Male,42,1982-10-29,Financial Analyst,Financial Services,Mass Customer,N,Yes,5,47776 Packers Street,3226,VIC,Australia,8,0.42,0.525,0.525,0.44625,845.0,845,0.5631250000000001
849,Meridith,Urwin,Female,62,1997-03-07,Registered Nurse,Health,High Net Worth,N,Yes,10,535 Graedel Circle,2444,NSW,Australia,7,0.84,1.05,1.05,1.05,845.0,845,0.5631250000000001
850,Leeland,,Male,66,1957-01-24,VP Quality Control,Telecommunications,High Net Worth,N,No,12,9 Stephen Center,4122,QLD,Australia,4,0.98,0.98,0.98,0.98,845.0,845,0.5631250000000001
851,Gerta,Porrett,Female,46,1959-11-13,Registered Nurse,Health,High Net Worth,N,No,12,074 Badeau Crossing,3250,VIC,Australia,2,0.5,0.5,0.5,0.5,851.0,851,0.5625
852,Karrah,Howell,Female,63,1956-11-07,Civil Engineer,Manufacturing,Mass Customer,N,No,17,4897 Melody Road,2566,NSW,Australia,9,0.81,0.81,1.0125000000000002,0.8606250000000001,851.0,851,0.5625
853,Alick,Baise,Male,62,1998-08-16,Pharmacist,Health,Mass Customer,N,Yes,1,096 Gateway Road,2747,NSW,Australia,8,0.46,0.5750000000000001,0.5750000000000001,0.48875,851.0,851,0.5625
854,Casandra,Betteridge,Female,29,1942-09-10,Cost Accountant,Financial Services,Affluent Customer,N,Yes,9,68 Bluestem Center,3166,VIC,Australia,10,0.64,0.8,1.0,1.0,854.0,854,0.561
855,Maurine,Clee,Female,45,1980-09-13,Automation Specialist II,Property,High Net Worth,N,Yes,5,6 Maple Plaza,2042,NSW,Australia,10,0.52,0.65,0.8125,0.8125,854.0,854,0.561
856,Darwin,Bumpas,Male,24,1978-12-27 00:00:00,Junior Executive,Health,Affluent Customer,N,Yes,18,6812 Gina Point,3082,VIC,Australia,7,0.41,0.5125,0.5125,0.5125,856.0,856,0.56
857,Hayes,Daveren,Male,32,1953-03-27,VP Quality Control,Manufacturing,Affluent Customer,N,Yes,11,1 Becker Parkway,4350,QLD,Australia,2,0.97,1.2125,1.2125,1.2125,856.0,856,0.56
858,Piper,Issacov,Female,67,1939-11-08,Human Resources Assistant III,Health,Affluent Customer,N,Yes,22,52201 Tony Avenue,2088,NSW,Australia,9,0.67,0.8375,1.046875,1.046875,856.0,856,0.56
859,Markus,Pendrey,Male,88,1959-08-01,Clinical Specialist,Health,Affluent Customer,N,Yes,12,2382 Anthes Crossing,2153,NSW,Australia,10,0.88,1.1,1.375,1.375,859.0,859,0.5578124999999999
860,Sile,Zappel,Female,47,1958-03-29,Business Systems Development Analyst,IT,High Net Worth,N,No,15,44350 Buell Alley,4018,QLD,Australia,6,0.67,0.67,0.67,0.67,859.0,859,0.5578124999999999
861,Craggy,Happel,Male,37,1979-02-10,Marketing Manager,Manufacturing,High Net Worth,N,Yes,8,23 Del Sol Alley,3064,VIC,Australia,6,0.87,1.0875,1.0875,1.0875,859.0,859,0.5578124999999999
862,Egor,Mariette,Male,42,1980-11-26,Financial Advisor,Financial Services,Affluent Customer,N,No,3,79 Mockingbird Plaza,3163,VIC,Australia,7,0.42,0.42,0.42,0.42,862.0,862,0.5525
863,Reinald,Bembrigg,Male,54,1953-08-21,Senior Financial Analyst,Financial Services,Affluent Customer,N,No,10,858 Portage Hill,2770,NSW,Australia,7,0.4,0.4,0.4,0.4,862.0,862,0.5525
864,Kissie,Line,Female,2,2000-05-20,Environmental Tech,Manufacturing,Affluent Customer,N,Yes,7,629 Grasskamp Junction,2200,NSW,Australia,9,0.63,0.7875,0.984375,0.984375,862.0,862,0.5525
865,Quentin,Gerleit,Female,32,1990-09-15,Associate Professor,Manufacturing,Mass Customer,N,No,4,88 Aberg Circle,3806,VIC,Australia,8,1.01,1.01,1.01,0.8584999999999999,865.0,865,0.55
866,Karoly,Burgoine,Male,57,1947-04-06,Account Representative IV,Health,High Net Worth,N,Yes,21,18 Morning Circle,3012,VIC,Australia,2,0.87,1.0875,1.0875,1.0875,865.0,865,0.55
867,Clarine,Piecha,Female,99,1964-12-07,Dental Hygienist,Health,High Net Worth,N,No,14,7523 Eggendart Hill,4151,QLD,Australia,10,0.79,0.79,0.9875,0.9875,865.0,865,0.55
868,Mycah,Beaston,Male,11,1961-07-31,Environmental Specialist,,High Net Worth,N,Yes,12,2 Mandrake Street,2221,NSW,Australia,11,1.06,1.3250000000000002,1.6562500000000002,1.6562500000000002,865.0,865,0.55
869,Clemmie,Bartoszewicz,Female,87,1958-07-28,Statistician IV,Financial Services,Mass Customer,N,No,8,727 Morrow Parkway,3197,VIC,Australia,9,0.5,0.5,0.625,0.53125,865.0,865,0.55
870,Randall,Mason,Male,95,1974-07-28,Product Engineer,Health,Mass Customer,N,Yes,12,83497 Memorial Plaza,2570,NSW,Australia,11,0.97,1.2125,1.515625,1.28828125,870.0,870,0.544
871,Donica,Humby,Female,47,1967-06-01,Senior Cost Accountant,Financial Services,Mass Customer,N,No,4,488 Briar Crest Court,2101,NSW,Australia,12,0.5,0.5,0.625,0.53125,871.0,871,0.541875
872,Lotty,Loach,Female,76,1961-08-23,Nurse,Health,High Net Worth,N,Yes,7,78451 South Street,2380,NSW,Australia,3,0.84,1.05,1.05,1.05,871.0,871,0.541875
873,Marie-jeanne,Breawood,Female,37,1953-10-12,Clinical Specialist,Health,High Net Worth,N,No,8,6 Prairieview Pass,2770,NSW,Australia,6,1.03,1.03,1.03,1.03,871.0,871,0.541875
874,Babara,Sissel,Female,50,1974-06-08 00:00:00,,IT,Mass Customer,N,Yes,21,5 Ohio Road,3169,VIC,Australia,10,1.06,1.3250000000000002,1.6562500000000002,1.4078125000000001,871.0,871,0.541875
875,Rodolphe,Glenton,Male,88,1974-09-28 00:00:00,Programmer Analyst II,Financial Services,Affluent Customer,N,No,11,4787 Golf Terrace,3163,VIC,Australia,7,1.03,1.03,1.2875,1.2875,871.0,871,0.541875
876,Thorvald,Duckerin,Male,58,1995-10-20,Electrical Engineer,Manufacturing,Affluent Customer,N,Yes,1,4 Pine View Junction,3021,VIC,Australia,8,0.73,0.9125,0.9125,0.9125,871.0,871,0.541875
877,Paulina,Iannuzzelli,Female,57,1956-03-08,Automation Specialist I,Manufacturing,Mass Customer,N,No,19,097 Hollow Ridge Alley,2118,NSW,Australia,11,0.67,0.67,0.8375,0.711875,877.0,877,0.54
878,Ricki,Padefield,Male,43,1948-08-03,Automation Specialist III,Manufacturing,Affluent Customer,N,Yes,13,860 Barby Lane,4275,QLD,Australia,9,0.82,1.025,1.28125,1.28125,877.0,877,0.54
879,Lizette,McKeaveney,Female,30,1994-04-11,Assistant Manager,Health,High Net Worth,N,Yes,13,6412 Butternut Road,2050,NSW,Australia,10,0.51,0.6375,0.796875,0.796875,879.0,879,0.5375
880,Muffin,Bhar,Male,44,1966-04-07,,,Affluent Customer,N,No,19,15 Weeping Birch Crossing,2448,NSW,Australia,4,1.07,1.07,1.07,1.07,879.0,879,0.5375
881,Jeno,Strafford,Male,67,1941-07-21,Tax Accountant,Financial Services,High Net Worth,N,No,7,891 Sachtjen Hill,4170,QLD,Australia,9,0.75,0.75,0.9375,0.9375,879.0,879,0.5375
882,Brigg,Himsworth,Male,63,1973-10-10,,Telecommunications,Mass Customer,N,Yes,9,771 Union Crossing,4570,QLD,Australia,6,1.08,1.35,1.35,1.1475,882.0,882,0.5355
883,Judi,Cazereau,Female,22,1997-03-03,GIS Technical Architect,,Affluent Customer,N,Yes,13,22 Farmco Avenue,3851,VIC,Australia,3,0.89,1.1125,1.1125,1.1125,883.0,883,0.53125
884,Shara,Bramhill,U,24,,,IT,Affluent Customer,N,No,2,01 Bunker Hill Drive,2230,NSW,Australia,10,0.75,0.75,0.9375,0.9375,883.0,883,0.53125
885,Raleigh,Pont,Male,48,1964-11-02,Associate Professor,Entertainment,Mass Customer,N,No,14,7650 Gulseth Parkway,3139,VIC,Australia,7,0.99,0.99,0.99,0.8415,883.0,883,0.53125
886,Zachariah,Meininking,Male,40,1938-06-09,Cost Accountant,Financial Services,Affluent Customer,N,Yes,20,24815 Lindbergh Avenue,2749,NSW,Australia,7,0.56,0.7000000000000001,0.7000000000000001,0.7000000000000001,883.0,883,0.53125
887,Lesley,Garey,Male,52,1994-03-29,Software Consultant,Telecommunications,Mass Customer,N,No,11,924 Lindbergh Court,2226,NSW,Australia,9,0.61,0.61,0.7625,0.648125,883.0,883,0.53125
888,Adriena,Giffin,Female,27,1957-03-17,Analog Circuit Design manager,Argiculture,Affluent Customer,N,Yes,5,1 Manitowish Court,2259,NSW,Australia,9,0.68,0.8500000000000001,1.0625,1.0625,888.0,888,0.525
889,Antoinette,,Female,72,1980-07-28,Structural Analysis Engineer,Financial Services,Affluent Customer,N,No,5,9 Derek Alley,3058,VIC,Australia,9,1.06,1.06,1.3250000000000002,1.3250000000000002,888.0,888,0.525
890,Carr,Hopkynson,Male,64,1971-10-18,,Manufacturing,Affluent Customer,N,No,16,5990 Fairfield Pass,2318,NSW,Australia,6,0.54,0.54,0.54,0.54,888.0,888,0.525
891,Shay,Briand,Male,57,1956-10-05,Project Manager,IT,Mass Customer,N,Yes,9,1 Mandrake Way,3844,VIC,Australia,1,0.99,1.2375,1.2375,1.0518750000000001,888.0,888,0.525
892,Karney,Burstow,Male,51,1972-07-02,Design Engineer,Property,Mass Customer,N,Yes,6,4011 Prairieview Court,2031,NSW,Australia,12,0.71,0.8875,1.109375,0.94296875,888.0,888,0.525
893,Latrena,Yetts,Female,11,1999-06-18,Civil Engineer,Manufacturing,High Net Worth,N,Yes,15,53877 Dakota Crossing,2871,NSW,Australia,3,1.0,1.25,1.25,1.25,893.0,893,0.520625
894,Jesse,Alflat,Male,31,1984-09-01,Executive Secretary,,High Net Worth,N,No,5,49 Northfield Drive,2145,NSW,Australia,9,0.4,0.4,0.5,0.5,893.0,893,0.520625
895,Kelcie,Kingaby,Female,54,2000-03-24,Systems Administrator II,IT,Mass Customer,N,Yes,6,0 Summit Center,4019,QLD,Australia,4,0.94,1.1749999999999998,1.1749999999999998,0.9987499999999998,893.0,893,0.520625
896,Fabio,Commuzzo,Male,5,1961-10-02,Software Test Engineer II,Manufacturing,Mass Customer,N,No,18,66 Shopko Circle,3806,VIC,Australia,8,0.8,0.8,0.8,0.68,896.0,896,0.52
897,Heall,Andrioli,Male,46,1941-06-17,Environmental Tech,IT,Affluent Customer,N,Yes,7,370 Eastwood Road,4133,QLD,Australia,5,0.76,0.95,0.95,0.95,896.0,896,0.52
898,Rickert,Brasted,Male,47,1959-09-18,Staff Scientist,Health,Mass Customer,N,No,10,20 Hoffman Park,2145,NSW,Australia,9,0.66,0.66,0.8250000000000001,0.70125,898.0,898,0.5125
899,Hedwig,Jayme,Female,38,1952-08-21,Accountant IV,Property,Affluent Customer,N,No,11,6293 Hooker Point,2099,NSW,Australia,10,0.75,0.75,0.9375,0.9375,899.0,899,0.51
900,Penrod,Tomasicchio,Male,5,1968-05-28,,Health,High Net Worth,N,No,19,30 Harper Trail,2318,NSW,Australia,9,0.8,0.8,1.0,1.0,899.0,899,0.51
901,Pancho,Edis,Male,1,1970-12-30,Assistant Professor,,Mass Customer,N,No,13,64467 Pankratz Pass,3023,VIC,Australia,7,0.98,0.98,0.98,0.833,899.0,899,0.51
902,Andriana,Gosnoll,Female,53,1964-05-19,Chief Design Engineer,Manufacturing,Mass Customer,N,No,8,900 Brown Junction,2291,NSW,Australia,10,0.65,0.65,0.8125,0.6906249999999999,899.0,899,0.51
903,Nilson,Wiggam,Male,48,1996-02-15,Paralegal,Financial Services,Mass Customer,N,No,9,8845 Spaight Way,3049,VIC,Australia,6,1.06,1.06,1.06,0.901,903.0,903,0.5015
904,Denny,Spleving,Female,84,1973-05-13,Business Systems Development Analyst,Manufacturing,Affluent Customer,N,Yes,5,85420 Myrtle Road,2114,NSW,Australia,8,0.6,0.75,0.9375,0.9375,904.0,904,0.5
905,Roth,Crum,U,0,,Legal Assistant,IT,Mass Customer,N,No,2,276 Anthes Court,2450,NSW,Australia,6,0.9,0.9,0.9,0.765,904.0,904,0.5
906,Olia,O' Mullan,Female,77,1973-03-24 00:00:00,Account Executive,Health,Mass Customer,N,No,8,6315 Mendota Parkway,2263,NSW,Australia,7,0.87,0.87,0.87,0.7394999999999999,904.0,904,0.5
907,Conway,Juarez,Male,27,1967-03-02,Help Desk Technician,,Affluent Customer,N,No,17,66904 American Ash Hill,4814,QLD,Australia,5,0.7,0.7,0.7,0.7,904.0,904,0.5
908,Dru,Crellim,Female,57,1963-03-04,,,Mass Customer,N,No,12,90 Morningstar Drive,3030,VIC,Australia,7,0.92,0.92,0.92,0.782,904.0,904,0.5
