,transaction_id,product_id,customer_id,transaction_date,online_order,order_status,brand,product_line,product_class,product_size,list_price,standard_cost,product_first_sold_date,first_name,last_name,gender,past_3_years_bike_related_purchases,DOB,job_title,job_industry_category,wealth_segment,deceased_indicator,owns_car,tenure,Age
8228,8450,35,708,3/8/2017,0.0,Approved,Trek Bicycles,Standard,low,medium,1057.51,154.4,35052.0,Idalina,Wilcot,Female,31.0,1987-02-15,Safety Technician II,IT,Mass Customer,N,Yes,10.0,33.0
8230,8452,19,789,12/26/2017,1.0,Approved,OHM Cycles,Road,high,large,12.01,7.21,35160.0,Gabrielle,Giraudot,Female,69.0,1978-04-28,Geological Engineer,Manufacturing,Affluent Customer,N,Yes,14.0,42.0
8231,8454,68,3000,9/22/2017,1.0,Approved,OHM Cycles,Standard,medium,medium,1636.9,44.71,40410.0,Tann,McCard,Male,28.0,1974-05-15,Compensation Analyst,Financial Services,Affluent Customer,N,No,22.0,46.0
8232,8455,92,1730,12/10/2017,0.0,Approved,WeareA2B,Standard,medium,small,1415.01,1259.36,37626.0,Tildi,Kirkup,Female,29.0,1985-12-21,Senior Financial Analyst,Financial Services,Mass Customer,N,No,20.0,34.0
8234,8457,53,1398,5/6/2017,1.0,Approved,OHM Cycles,Standard,medium,medium,795.34,101.58,38647.0,Anderea,Pulteneye,Female,11.0,1966-11-29,Project Manager,Manufacturing,Mass Customer,N,No,17.0,53.0
8236,8459,67,231,11/15/2017,1.0,Approved,Norco Bicycles,Road,medium,medium,544.05,376.84,42710.0,Basile,Winsor,Male,48.0,1995-08-05,Design Engineer,Financial Services,Mass Customer,N,Yes,3.0,24.0
8238,8461,42,1873,3/23/2017,0.0,Approved,OHM Cycles,Road,medium,small,1810.0,1610.9,35667.0,Raul,Cabrer,Male,49.0,1992-07-09,General Manager,Manufacturing,Affluent Customer,N,Yes,4.0,27.0
8239,8462,63,789,8/23/2017,0.0,Approved,Solex,Standard,medium,medium,1483.2,99.59,42145.0,Gabrielle,Giraudot,Female,69.0,1978-04-28,Geological Engineer,Manufacturing,Affluent Customer,N,Yes,14.0,42.0
8240,8463,77,848,1/12/2017,0.0,Approved,Norco Bicycles,Road,medium,large,1240.31,795.1,40553.0,Lannie,Chat,Male,79.0,1979-06-25,VP Product Management,Manufacturing,Mass Customer,N,No,13.0,41.0
8241,8464,56,1671,11/6/2017,0.0,Approved,OHM Cycles,Standard,medium,medium,183.86,137.9,33259.0,Nerty,Renak,Female,69.0,1957-01-23,Account Executive,Property,Mass Customer,N,Yes,14.0,63.0
8242,8465,99,359,1/19/2017,1.0,Approved,OHM Cycles,Standard,medium,medium,1227.34,770.89,34556.0,Dulcine,Gauson,Female,2.0,1958-11-28,Legal Assistant,Manufacturing,Affluent Customer,N,Yes,6.0,61.0
8243,8466,94,3060,12/1/2017,0.0,Approved,Giant Bicycles,Standard,medium,large,1635.3,993.66,41434.0,Milton,Gorini,Male,28.0,1982-09-14,VP Accounting,Financial Services,Mass Customer,N,Yes,6.0,37.0
8245,8468,5,1243,1/18/2017,1.0,Approved,Trek Bicycles,Mountain,low,medium,574.64,459.71,40784.0,Robbert,Blakey,Male,73.0,1953-08-09,Research Assistant II,Retail,Mass Customer,N,No,8.0,66.0
8247,8470,5,2132,3/28/2017,0.0,Approved,Giant Bicycles,Standard,high,medium,1129.13,677.48,35560.0,Davina,Dougary,Female,16.0,1985-02-02,Human Resources Manager,Financial Services,High Net Worth,N,Yes,22.0,35.0
8249,8472,3,3256,6/6/2017,1.0,Approved,Trek Bicycles,Standard,medium,large,2091.47,388.92,41167.0,Collen,Kew,Female,76.0,1986-02-06,Professor,Financial Services,Affluent Customer,N,No,6.0,34.0
8250,8473,86,365,11/5/2017,1.0,Approved,Norco Bicycles,Road,high,large,774.53,464.72,37698.0,Romona,Capitano,Female,98.0,1976-06-27,VP Quality Control,Property,High Net Worth,N,No,15.0,44.0
8251,8474,3,2072,10/10/2017,1.0,Approved,Trek Bicycles,Standard,medium,large,2091.47,388.92,41167.0,Margie,Tillyer,Female,30.0,1960-04-20,Environmental Specialist,Financial Services,Mass Customer,N,Yes,9.0,60.0
8252,8475,88,993,6/16/2017,0.0,Approved,Norco Bicycles,Standard,high,small,1661.92,1479.11,34586.0,Reine,Semken,Female,71.0,1977-02-18,Account Coordinator,Argiculture,High Net Worth,N,No,17.0,43.0
8253,8476,40,1009,7/11/2017,1.0,Approved,Trek Bicycles,Road,medium,large,1894.19,598.76,42295.0,Nolie,Orring,Female,16.0,1957-05-09,Research Associate,Manufacturing,High Net Worth,N,Yes,13.0,63.0
8256,8479,50,1099,1/1/2017,1.0,Approved,WeareA2B,Standard,medium,small,175.89,131.92,33259.0,Jarrett,Maffia,Male,12.0,1975-01-13,Tax Accountant,Manufacturing,Affluent Customer,N,Yes,11.0,45.0
8258,8481,7,1410,4/30/2017,0.0,Approved,Giant Bicycles,Standard,medium,small,1311.44,1167.18,39427.0,Althea,Macvey,Female,10.0,1997-01-22,Marketing Manager,Retail,High Net Worth,N,Yes,6.0,23.0
8259,8482,98,2035,1/31/2017,1.0,Approved,Trek Bicycles,Standard,high,medium,358.39,215.03,38002.0,Kylie,Terese,Male,40.0,1979-06-01,Senior Developer,Health,Mass Customer,N,No,19.0,41.0
8260,8483,11,194,9/13/2017,1.0,Approved,Giant Bicycles,Standard,high,medium,1274.93,764.96,39298.0,Ursala,Ferrai,Female,4.0,1974-11-16,Web Developer III,Financial Services,Affluent Customer,N,No,10.0,45.0
8261,8484,89,1313,12/23/2017,1.0,Approved,WeareA2B,Touring,medium,large,1362.99,57.74,34079.0,Hughie,Laboune,Male,59.0,1986-02-09,Analyst Programmer,Property,Mass Customer,N,No,22.0,34.0
8263,8487,46,431,8/14/2017,0.0,Approved,Solex,Standard,low,medium,1289.85,74.51,35470.0,Gale,Done,Male,8.0,1956-03-26,Research Nurse,Health,Affluent Customer,N,Yes,18.0,64.0
8264,8488,68,1954,8/24/2017,0.0,Approved,OHM Cycles,Standard,medium,medium,1636.9,44.71,40410.0,Greg,Iacovo,Male,88.0,1967-11-29,VP Sales,Manufacturing,Affluent Customer,N,No,5.0,52.0
8266,8490,51,525,5/21/2017,1.0,Approved,OHM Cycles,Standard,high,medium,2005.66,1203.4,35707.0,Lennard,Donizeau,Male,64.0,1980-02-12,Chemical Engineer,Manufacturing,Mass Customer,N,Yes,9.0,40.0
8267,8491,91,2095,2/20/2017,1.0,Approved,Solex,Standard,medium,medium,100.35,75.26,36367.0,Anette,Guerreiro,Female,69.0,1989-11-13,Account Executive,Manufacturing,Affluent Customer,N,No,8.0,30.0
8268,8492,1,1686,3/7/2017,0.0,Approved,Giant Bicycles,Standard,medium,medium,1403.5,954.82,41245.0,Fremont,Trundle,Male,95.0,1980-07-06,Account Representative IV,Argiculture,Mass Customer,N,Yes,16.0,39.0
8270,8494,56,1465,5/8/2017,1.0,Approved,OHM Cycles,Standard,medium,medium,183.86,137.9,42172.0,Wilona,Osgood,Female,53.0,1971-02-18,Mechanical Systems Engineer,Financial Services,Mass Customer,N,Yes,5.0,49.0
8271,8495,53,2098,11/15/2017,1.0,Approved,Giant Bicycles,Standard,high,medium,1274.93,764.96,39298.0,Ame,Tossell,Female,82.0,1969-12-13,Dental Hygienist,Health,High Net Worth,N,No,16.0,50.0
8272,8496,23,3484,2/28/2017,1.0,Approved,Norco Bicycles,Standard,medium,medium,1198.46,381.1,38216.0,Hedi,Mowday,Female,10.0,1976-10-24,Information Systems Manager,Financial Services,High Net Worth,N,Yes,20.0,43.0
8273,8497,16,1226,12/6/2017,1.0,Approved,Norco Bicycles,Standard,high,small,1661.92,1479.11,40303.0,Constantia,Sirr,Female,32.0,1981-03-16,Director of Sales,Health,Mass Customer,N,Yes,13.0,39.0
8274,8498,29,86,6/13/2017,0.0,Approved,WeareA2B,Standard,medium,medium,1065.03,230.09,41434.0,Job,Sleney,Male,75.0,1989-03-04,Occupational Therapist,Health,High Net Worth,N,Yes,7.0,31.0
8275,8499,90,2392,6/30/2017,1.0,Approved,Norco Bicycles,Standard,low,medium,363.01,290.41,38482.0,Isadora,Gronaller,Female,48.0,2001-01-11,Marketing Assistant,Manufacturing,Affluent Customer,N,No,2.0,19.0
8276,8500,19,458,11/18/2017,1.0,Approved,OHM Cycles,Road,high,large,12.01,7.21,36334.0,Osborn,Pentony,Male,57.0,1969-04-21,Account Representative IV,Manufacturing,Affluent Customer,N,Yes,18.0,51.0
8277,8501,43,1515,10/9/2017,1.0,Approved,Solex,Standard,medium,medium,1151.96,649.49,40672.0,Dietrich,Escott,Male,80.0,1990-08-19,Geological Engineer,Manufacturing,Mass Customer,N,Yes,2.0,29.0
8278,8502,88,3025,8/27/2017,0.0,Approved,Norco Bicycles,Standard,medium,medium,1198.46,381.1,37874.0,Osgood,Stolting,Male,27.0,1977-04-23,Compensation Analyst,Financial Services,Mass Customer,N,Yes,9.0,43.0
8279,8503,0,1733,8/15/2017,0.0,Approved,Solex,Road,medium,medium,416.98,312.74,35560.0,Gothart,Coomer,Male,10.0,1986-05-26,Associate Professor,Financial Services,High Net Worth,N,No,20.0,34.0
8280,8504,2,2931,11/3/2017,0.0,Approved,Solex,Standard,medium,medium,71.49,53.62,41701.0,Efren,Twiddell,Male,61.0,1979-01-27,Executive Secretary,IT,Mass Customer,N,Yes,6.0,41.0
8281,8505,76,1360,5/6/2017,1.0,Approved,WeareA2B,Standard,low,medium,642.31,513.85,37873.0,Maurice,Blas,Male,41.0,1970-07-04,Design Engineer,Manufacturing,Mass Customer,N,Yes,15.0,50.0
8283,8507,31,1882,3/18/2017,0.0,Approved,Giant Bicycles,Standard,medium,medium,230.91,173.18,39031.0,Justin,Ragless,Male,86.0,1964-05-05,Account Executive,Manufacturing,Affluent Customer,N,No,10.0,56.0
8284,8508,90,1697,1/2/2017,1.0,Approved,Norco Bicycles,Standard,low,medium,363.01,290.41,36367.0,Eddi,Mansbridge,Female,44.0,1969-03-29,Occupational Therapist,Health,Mass Customer,N,Yes,12.0,51.0
8286,8510,19,190,12/1/2017,1.0,Cancelled,OHM Cycles,Road,high,large,12.01,7.21,39880.0,Hayley,Girardengo,Female,42.0,1979-02-04,Registered Nurse,Health,Affluent Customer,N,No,10.0,41.0
8287,8511,56,2717,2/28/2017,1.0,Approved,OHM Cycles,Standard,medium,medium,183.86,137.9,35707.0,Frederic,McGown,Male,31.0,1981-03-25,Registered Nurse,Health,Mass Customer,N,No,13.0,39.0
8289,8513,64,1237,8/10/2017,1.0,Approved,Giant Bicycles,Standard,high,small,1977.36,1759.85,40779.0,Junia,Humerstone,Female,6.0,1969-12-31,Research Nurse,Health,High Net Worth,N,No,16.0,50.0
8291,8515,63,284,7/29/2017,1.0,Approved,WeareA2B,Standard,medium,medium,1992.93,762.63,33455.0,Seth,Moorman,Male,38.0,1986-04-11,Financial Analyst,Financial Services,High Net Worth,N,Yes,9.0,34.0
8294,8518,38,603,2/12/2017,0.0,Approved,Solex,Standard,medium,medium,1577.53,826.51,40618.0,Alidia,Durrett,Female,28.0,1987-04-18,Marketing Assistant,Financial Services,Affluent Customer,N,No,11.0,33.0
8295,8519,0,124,10/8/2017,1.0,Approved,Norco Bicycles,Standard,low,medium,363.01,290.41,36367.0,Kath,Cunney,Female,27.0,1995-05-03,Administrative Assistant II,Health,High Net Worth,N,Yes,5.0,25.0
8296,8520,0,2058,2/2/2017,1.0,Approved,Trek Bicycles,Standard,high,medium,358.39,215.03,38002.0,Ronna,Wickersham,Female,99.0,1978-02-04,Database Administrator I,Argiculture,High Net Worth,N,No,7.0,42.0
8299,8523,20,2627,5/31/2017,0.0,Approved,Trek Bicycles,Standard,medium,small,1775.81,1580.47,34165.0,Hildegaard,Gennrich,Female,7.0,1971-10-29,Budget/Accounting Analyst II,Retail,Mass Customer,N,Yes,12.0,48.0
8301,8525,33,1652,7/6/2017,1.0,Approved,OHM Cycles,Road,medium,small,1810.0,1610.9,39526.0,Ulrikaumeko,Heffernon,Female,53.0,1981-09-24,Operator,Manufacturing,High Net Worth,N,Yes,7.0,38.0
8302,8526,86,2711,6/20/2017,1.0,Approved,OHM Cycles,Standard,medium,medium,235.63,125.07,38206.0,Steven,Keetley,Male,52.0,1970-08-31,Biostatistician II,Health,Affluent Customer,N,No,6.0,49.0
8303,8528,68,54,8/24/2017,1.0,Approved,OHM Cycles,Standard,medium,medium,1636.9,44.71,42710.0,Loralyn,Wonfor,Female,2.0,1966-07-24,Sales Associate,Property,Mass Customer,N,Yes,18.0,53.0
8304,8529,9,1540,11/24/2017,0.0,Approved,OHM Cycles,Road,medium,medium,742.54,667.4,35378.0,Ilene,Agett,Female,53.0,1962-03-17,Mechanical Systems Engineer,Property,Mass Customer,N,Yes,19.0,58.0
8305,8530,81,1307,3/20/2017,1.0,Approved,Solex,Standard,medium,medium,1151.96,649.49,40672.0,Emlyn,Musgrave,Female,73.0,1970-09-06,Dental Hygienist,Health,High Net Worth,N,Yes,10.0,49.0
8307,8532,60,565,8/3/2017,0.0,Approved,Giant Bicycles,Standard,high,small,1977.36,1759.85,38647.0,Saleem,Meller,Male,30.0,1959-10-02,Civil Engineer,Manufacturing,Mass Customer,N,Yes,16.0,60.0
8308,8533,53,958,7/20/2017,1.0,Approved,Giant Bicycles,Standard,high,medium,1274.93,764.96,39298.0,Kristofor,Saulter,Male,15.0,1964-01-14,Biostatistician IV,Health,High Net Worth,N,No,18.0,56.0
8309,8534,76,608,4/9/2017,1.0,Approved,WeareA2B,Road,low,small,1172.78,1043.77,38002.0,Alisun,Heinecke,Female,55.0,1980-01-08,Accounting Assistant I,Retail,High Net Worth,N,Yes,12.0,40.0
8311,8536,85,755,8/23/2017,1.0,Approved,WeareA2B,Standard,medium,medium,752.64,205.36,42218.0,Baily,Imison,Male,31.0,1993-07-13,Senior Cost Accountant,Financial Services,Mass Customer,N,No,4.0,26.0
8312,8537,56,759,2/15/2017,0.0,Approved,Norco Bicycles,Mountain,low,small,688.63,612.88,34244.0,Mitchel,Schimek,Male,89.0,1963-04-18,Clinical Specialist,Health,High Net Worth,N,No,13.0,57.0
8313,8538,71,1763,9/13/2017,1.0,Approved,Solex,Standard,high,large,1842.92,1105.75,37873.0,Suzie,Ornillos,Female,96.0,1994-10-30,Automation Specialist I,Manufacturing,Affluent Customer,N,Yes,7.0,25.0
8314,8539,59,3202,11/9/2017,0.0,Approved,Solex,Standard,medium,large,1061.56,733.58,41047.0,Garry,Gadson,Male,74.0,1994-09-10,Office Assistant IV,Financial Services,Mass Customer,N,Yes,2.0,25.0
8315,8540,43,3174,9/27/2017,0.0,Approved,Solex,Standard,medium,medium,1151.96,649.49,36498.0,Odele,Blackmore,Female,67.0,1976-11-16,Research Associate,Financial Services,Affluent Customer,N,No,9.0,43.0
8316,8541,87,129,2/15/2017,1.0,Approved,OHM Cycles,Standard,medium,medium,1636.9,44.71,42105.0,Weidar,Silkstone,Male,64.0,1985-07-20,Financial Advisor,Financial Services,High Net Worth,N,Yes,19.0,34.0
8317,8542,64,2638,3/30/2017,0.0,Approved,Trek Bicycles,Standard,medium,large,1469.44,596.55,34996.0,Moritz,Brognot,Male,1.0,1977-02-10,Budget/Accounting Analyst III,IT,Mass Customer,N,Yes,15.0,43.0
8319,8544,3,2270,6/28/2017,1.0,Approved,Trek Bicycles,Standard,medium,large,2091.47,388.92,42145.0,Augustus,Edleston,Male,50.0,1966-09-28,Information Systems Manager,Retail,Affluent Customer,N,No,9.0,53.0
8320,8545,3,195,5/24/2017,0.0,Approved,Trek Bicycles,Standard,medium,large,2091.47,388.92,41533.0,Talyah,Rylatt,Female,34.0,1958-11-14,Project Manager,Manufacturing,Mass Customer,N,No,6.0,61.0
8321,8546,85,1936,3/15/2017,0.0,Approved,WeareA2B,Standard,medium,medium,752.64,205.36,38482.0,Gisella,Scad,Female,36.0,1964-07-08,Junior Executive,Manufacturing,Mass Customer,N,Yes,12.0,55.0
8323,8548,81,2755,2/9/2017,0.0,Approved,Norco Bicycles,Standard,medium,small,586.45,521.94,38206.0,Karen,La Wille,Female,66.0,1999-07-28,Automation Specialist I,Manufacturing,Mass Customer,N,Yes,1.0,20.0
8325,8550,0,345,3/18/2017,1.0,Approved,Trek Bicycles,Standard,medium,medium,499.53,388.72,37698.0,Tish,Oleksiak,Female,74.0,1989-02-03,Senior Sales Associate,Health,High Net Worth,N,Yes,17.0,31.0
8326,8551,42,1076,10/6/2017,0.0,Approved,OHM Cycles,Road,medium,small,1810.0,1610.9,39526.0,Siegfried,Trattles,Male,33.0,2000-06-06,Pharmacist,Health,Affluent Customer,N,No,2.0,20.0
8327,8552,46,1014,4/20/2017,1.0,Approved,Solex,Standard,low,medium,1289.85,74.51,39427.0,Miller,Faloon,Male,60.0,1960-10-14,Senior Developer,Property,Mass Customer,N,Yes,8.0,59.0
8328,8553,29,1341,12/20/2017,0.0,Approved,Norco Bicycles,Road,medium,medium,543.39,407.54,42696.0,Parry,Rigolle,Male,65.0,1986-05-18,Computer Systems Analyst I,Financial Services,Affluent Customer,N,No,15.0,34.0
8329,8554,45,794,12/8/2017,1.0,Approved,Solex,Standard,medium,medium,441.49,84.99,41009.0,Scott,Ommundsen,Male,99.0,1955-05-12,Compensation Analyst,Financial Services,Affluent Customer,N,Yes,16.0,65.0
8332,8557,54,2379,12/27/2017,0.0,Approved,WeareA2B,Standard,medium,medium,1292.84,13.44,37823.0,Trixie,Piscopiello,Female,85.0,1981-05-05,Occupational Therapist,Health,Affluent Customer,N,Yes,15.0,39.0
8333,8558,12,3228,2/18/2017,0.0,Approved,WeareA2B,Standard,medium,medium,1231.15,161.6,38216.0,Margette,Donaghie,Female,36.0,1964-08-16,Social Worker,Health,Mass Customer,N,No,13.0,55.0
8334,8559,80,3326,1/20/2017,0.0,Approved,Trek Bicycles,Standard,medium,large,1469.44,596.55,40410.0,Wes,Crotch,Male,83.0,1975-04-13,Nurse,Manufacturing,High Net Worth,N,Yes,22.0,45.0
8335,8560,3,2017,6/17/2017,0.0,Approved,Trek Bicycles,Standard,medium,large,2091.47,388.92,38573.0,Ezri,Sadry,Male,67.0,1995-02-11,Programmer II,Financial Services,Affluent Customer,N,Yes,6.0,25.0
8339,8564,51,2345,5/9/2017,0.0,Approved,OHM Cycles,Standard,high,medium,2005.66,1203.4,35470.0,Arden,Godard,Female,50.0,1986-07-15,Systems Administrator I,Retail,Affluent Customer,N,Yes,3.0,33.0
8340,8565,0,2712,12/14/2017,0.0,Approved,Norco Bicycles,Road,medium,medium,544.05,376.84,42105.0,Carissa,Hassent,Female,0.0,1987-06-26,Tax Accountant,Manufacturing,High Net Worth,N,Yes,11.0,33.0
8342,8567,7,2063,4/3/2017,1.0,Approved,Trek Bicycles,Road,low,medium,980.37,234.43,38258.0,Benny,Crudge,Male,55.0,1963-06-17,Clinical Specialist,Health,Affluent Customer,N,No,16.0,57.0
8343,8568,2,2263,7/20/2017,0.0,Approved,Solex,Standard,medium,medium,71.49,53.62,41245.0,Lois,Sorel,Female,79.0,1987-02-06,Professor,Argiculture,Mass Customer,N,Yes,21.0,33.0
8344,8569,0,2066,2/3/2017,0.0,Approved,Norco Bicycles,Standard,low,medium,363.01,290.41,37626.0,Skipp,McLarens,Male,91.0,1969-12-21,Food Chemist,Health,High Net Worth,N,Yes,12.0,50.0
8347,8572,49,2862,5/13/2017,1.0,Approved,Trek Bicycles,Road,medium,medium,533.51,400.13,41064.0,Normand,Pattillo,Male,46.0,1987-12-23,Cost Accountant,Financial Services,Mass Customer,N,No,10.0,32.0
8349,8574,3,929,11/4/2017,0.0,Approved,Trek Bicycles,Standard,medium,large,2091.47,388.92,33549.0,Kippy,Conerding,Male,0.0,1965-09-04,Database Administrator III,Financial Services,Mass Customer,N,Yes,13.0,54.0
8350,8575,70,3438,7/9/2017,0.0,Approved,Trek Bicycles,Standard,high,medium,495.72,297.43,36367.0,Gaylor,Carbry,Male,11.0,1996-02-16,Project Manager,Manufacturing,Mass Customer,N,No,2.0,24.0
8351,8576,63,131,6/8/2017,1.0,Approved,WeareA2B,Standard,medium,medium,1992.93,762.63,34115.0,Jana,Renyard,Female,57.0,1964-10-16,Administrative Officer,Retail,High Net Worth,N,No,8.0,55.0
8354,8579,76,411,6/26/2017,0.0,Approved,WeareA2B,Road,low,small,1172.78,1043.77,37539.0,Cathyleen,Bern,Female,84.0,1977-03-31,Director of Sales,Financial Services,High Net Worth,N,No,12.0,43.0
8355,8580,85,142,5/14/2017,0.0,Approved,WeareA2B,Standard,medium,medium,752.64,205.36,42218.0,Bentley,Fortesquieu,Male,57.0,1967-08-07,Quality Engineer,Health,Affluent Customer,N,No,17.0,52.0
8356,8581,26,587,7/25/2017,0.0,Approved,WeareA2B,Standard,medium,medium,1992.93,762.63,33888.0,Adolphus,Seers,Male,43.0,1966-05-27,Registered Nurse,Health,Mass Customer,N,Yes,19.0,54.0
8357,8582,59,247,8/23/2017,1.0,Approved,WeareA2B,Standard,medium,small,1415.01,1259.36,38002.0,Kristal,Joysey,Female,62.0,1983-05-06,Staff Accountant II,Financial Services,High Net Worth,N,Yes,13.0,37.0
8358,8583,55,2959,5/9/2017,1.0,Approved,Trek Bicycles,Road,medium,large,1894.19,598.76,40779.0,Max,Gonthier,Female,1.0,1953-11-23,Registered Nurse,Health,Mass Customer,N,Yes,11.0,66.0
8359,8584,8,585,5/21/2017,0.0,Approved,Solex,Road,medium,small,1703.52,1516.13,33549.0,Tiphany,Bonnier,Female,66.0,1978-04-20,Pharmacist,Health,Mass Customer,N,Yes,10.0,42.0
8361,8587,89,1470,8/19/2017,1.0,Approved,Giant Bicycles,Standard,medium,large,1812.75,582.48,39526.0,Albie,Pach,Male,62.0,1995-12-04,Senior Cost Accountant,Financial Services,High Net Worth,N,Yes,8.0,24.0
8362,8588,79,2752,12/18/2017,1.0,Approved,Norco Bicycles,Standard,medium,medium,1555.58,818.01,33429.0,Cissiee,Jobern,Female,11.0,1960-05-10,Sales Representative,Retail,Affluent Customer,N,Yes,14.0,60.0
8363,8589,94,1501,5/15/2017,1.0,Approved,Giant Bicycles,Standard,medium,large,1635.3,993.66,42458.0,Shelby,Trayhorn,Female,74.0,1973-07-31,Account Executive,Property,Mass Customer,N,Yes,14.0,46.0
8364,8590,8,925,12/18/2017,0.0,Approved,Solex,Road,medium,small,1703.52,1516.13,40649.0,Nicko,Pembridge,Male,42.0,1978-08-07,Accountant IV,Manufacturing,Affluent Customer,N,No,16.0,41.0
8365,8591,69,9,2/4/2017,0.0,Approved,Giant Bicycles,Road,medium,medium,792.9,594.68,41922.0,Mala,Lind,Female,97.0,1973-03-10,Business Systems Development Analyst,Argiculture,Affluent Customer,N,Yes,8.0,47.0
8366,8592,2,138,9/26/2017,1.0,Approved,Solex,Standard,medium,medium,71.49,53.62,41245.0,Onofredo,Franc,Male,5.0,1985-04-28,Recruiter,Financial Services,Affluent Customer,N,Yes,13.0,35.0
8367,8593,0,1662,5/1/2017,0.0,Approved,Trek Bicycles,Road,medium,medium,290.62,215.14,38339.0,Xenia,Willmett,Female,40.0,1956-04-01,Electrical Engineer,Manufacturing,High Net Worth,N,No,11.0,64.0
8369,8595,90,186,12/7/2017,1.0,Approved,Norco Bicycles,Standard,low,medium,363.01,290.41,38482.0,Mireielle,Jeppe,Female,46.0,1974-05-06,Software Test Engineer I,Financial Services,Mass Customer,N,No,3.0,46.0
8370,8596,86,1274,11/15/2017,1.0,Approved,OHM Cycles,Standard,medium,medium,235.63,125.07,38206.0,Emmerich,Tinkler,Male,12.0,1977-11-16,Mechanical Systems Engineer,Manufacturing,Mass Customer,N,No,20.0,42.0
8371,8597,54,1951,3/9/2017,1.0,Approved,WeareA2B,Standard,medium,medium,1292.84,13.44,42295.0,Rockie,MacCosty,Male,93.0,2000-06-07,Health Coach II,Manufacturing,Mass Customer,N,Yes,2.0,20.0
8372,8598,71,1617,12/25/2017,0.0,Approved,Solex,Standard,high,large,1842.92,1105.75,34996.0,Jannelle,Ort,Female,97.0,1978-07-06,Compensation Analyst,Financial Services,Affluent Customer,N,No,10.0,41.0
8373,8599,19,682,11/2/2017,0.0,Approved,OHM Cycles,Road,high,large,12.01,7.21,40670.0,Ole,Euplate,Male,53.0,1971-03-16,Health Coach IV,Health,Affluent Customer,N,Yes,7.0,49.0
8374,8600,83,1475,9/16/2017,1.0,Approved,Solex,Touring,medium,large,2083.94,675.03,35160.0,Aristotle,Jess,Male,41.0,1985-07-21,Recruiting Manager,Retail,Affluent Customer,N,Yes,7.0,34.0
8375,8601,97,2479,3/7/2017,1.0,Approved,Solex,Standard,medium,large,202.62,151.96,42458.0,Helge,Voller,Female,81.0,1996-11-06,Community Outreach Specialist,Retail,Mass Customer,N,No,5.0,23.0
8376,8602,89,461,8/21/2017,0.0,Approved,WeareA2B,Touring,medium,large,1362.99,57.74,36833.0,Jsandye,Melendez,Female,19.0,1979-10-09,Social Worker,Health,Mass Customer,N,Yes,14.0,40.0
8377,8603,7,666,5/22/2017,1.0,Approved,Giant Bicycles,Standard,medium,small,1311.44,1167.18,35560.0,Anselma,Ricardon,Female,82.0,1983-11-01,Social Worker,Health,High Net Worth,N,Yes,15.0,36.0
8379,8605,77,352,12/5/2017,0.0,Approved,Norco Bicycles,Road,medium,large,1240.31,795.1,40553.0,Orrin,Finding,Male,12.0,1979-07-08,Sales Representative,Retail,Mass Customer,N,No,4.0,40.0
